#separator:tab
#html:true
#deck:IELTS Topic Collocation
#columns:Front Back Topic TopicZh Type BaseChinese BaseEnglish HighlightChinese HighlightEnglish Tags CardId
<div style="font-size:24px;font-weight:700">快速的科技进步</div><div style="margin-top:8px;color:#666">科技 / Technology · adjective</div>	<div style="font-size:22px;font-weight:700">rapid technological advancement</div><div style="margin-top:10px"><b>Base</b>: 科技进步 = technological advancement / progress</div><div><b>Focus</b>: 快速的 = rapid</div><div><b>Type</b>: adjective</div>	Technology	科技	adjective	科技进步	technological advancement / progress	快速的	rapid	IELTS_Task2 topic_collocation topic::Technology type::adjective	Technology-001
<div style="font-size:24px;font-weight:700">推动科技进步</div><div style="margin-top:8px;color:#666">科技 / Technology · verb</div>	<div style="font-size:22px;font-weight:700">drive technological progress</div><div style="margin-top:10px"><b>Base</b>: 科技进步 = technological advancement / progress</div><div><b>Focus</b>: 推动 = drive</div><div><b>Type</b>: verb</div>	Technology	科技	verb	科技进步	technological advancement / progress	推动	drive	IELTS_Task2 topic_collocation topic::Technology type::verb	Technology-002
<div style="font-size:24px;font-weight:700">尖端的现代科技</div><div style="margin-top:8px;color:#666">科技 / Technology · adjective</div>	<div style="font-size:22px;font-weight:700">cutting-edge technology</div><div style="margin-top:10px"><b>Base</b>: 现代科技 = modern / cutting-edge technology</div><div><b>Focus</b>: 尖端的 = cutting-edge</div><div><b>Type</b>: adjective</div>	Technology	科技	adjective	现代科技	modern / cutting-edge technology	尖端的	cutting-edge	IELTS_Task2 topic_collocation topic::Technology type::adjective	Technology-003
<div style="font-size:24px;font-weight:700">采用现代科技</div><div style="margin-top:8px;color:#666">科技 / Technology · verb</div>	<div style="font-size:22px;font-weight:700">adopt modern technology</div><div style="margin-top:10px"><b>Base</b>: 现代科技 = modern / cutting-edge technology</div><div><b>Focus</b>: 采用 = adopt</div><div><b>Type</b>: verb</div>	Technology	科技	verb	现代科技	modern / cutting-edge technology	采用	adopt	IELTS_Task2 topic_collocation topic::Technology type::verb	Technology-004
<div style="font-size:24px;font-weight:700">创新的高科技产品</div><div style="margin-top:8px;color:#666">科技 / Technology · adjective</div>	<div style="font-size:22px;font-weight:700">innovative high-tech products</div><div style="margin-top:10px"><b>Base</b>: 高科技产品 = high-tech products / gadgets</div><div><b>Focus</b>: 创新的 = innovative</div><div><b>Type</b>: adjective</div>	Technology	科技	adjective	高科技产品	high-tech products / gadgets	创新的	innovative	IELTS_Task2 topic_collocation topic::Technology type::adjective	Technology-005
<div style="font-size:24px;font-weight:700">开发高科技产品</div><div style="margin-top:8px;color:#666">科技 / Technology · verb</div>	<div style="font-size:22px;font-weight:700">develop high-tech products</div><div style="margin-top:10px"><b>Base</b>: 高科技产品 = high-tech products / gadgets</div><div><b>Focus</b>: 开发 = develop</div><div><b>Type</b>: verb</div>	Technology	科技	verb	高科技产品	high-tech products / gadgets	开发	develop	IELTS_Task2 topic_collocation topic::Technology type::verb	Technology-006
<div style="font-size:24px;font-weight:700">工业的自动化</div><div style="margin-top:8px;color:#666">科技 / Technology · adjective</div>	<div style="font-size:22px;font-weight:700">industrial automation</div><div style="margin-top:10px"><b>Base</b>: 自动化 = automation</div><div><b>Focus</b>: 工业的 = industrial</div><div><b>Type</b>: adjective</div>	Technology	科技	adjective	自动化	automation	工业的	industrial	IELTS_Task2 topic_collocation topic::Technology type::adjective	Technology-007
<div style="font-size:24px;font-weight:700">促进自动化</div><div style="margin-top:8px;color:#666">科技 / Technology · verb</div>	<div style="font-size:22px;font-weight:700">promote automation</div><div style="margin-top:10px"><b>Base</b>: 自动化 = automation</div><div><b>Focus</b>: 促进 = promote</div><div><b>Type</b>: verb</div>	Technology	科技	verb	自动化	automation	促进	promote	IELTS_Task2 topic_collocation topic::Technology type::verb	Technology-008
<div style="font-size:24px;font-weight:700">沉浸式的虚拟/增强现实</div><div style="margin-top:8px;color:#666">科技 / Technology · adjective</div>	<div style="font-size:22px;font-weight:700">immersive virtual reality</div><div style="margin-top:10px"><b>Base</b>: 虚拟/增强现实 = virtual / augmented reality</div><div><b>Focus</b>: 沉浸式的 = immersive</div><div><b>Type</b>: adjective</div>	Technology	科技	adjective	虚拟/增强现实	virtual / augmented reality	沉浸式的	immersive	IELTS_Task2 topic_collocation topic::Technology type::adjective	Technology-009
<div style="font-size:24px;font-weight:700">使用虚拟/增强现实</div><div style="margin-top:8px;color:#666">科技 / Technology · verb</div>	<div style="font-size:22px;font-weight:700">use augmented reality</div><div style="margin-top:10px"><b>Base</b>: 虚拟/增强现实 = virtual / augmented reality</div><div><b>Focus</b>: 使用 = use</div><div><b>Type</b>: verb</div>	Technology	科技	verb	虚拟/增强现实	virtual / augmented reality	使用	use	IELTS_Task2 topic_collocation topic::Technology type::verb	Technology-010
<div style="font-size:24px;font-weight:700">大规模的数字化</div><div style="margin-top:8px;color:#666">科技 / Technology · adjective</div>	<div style="font-size:22px;font-weight:700">large-scale digitalization</div><div style="margin-top:10px"><b>Base</b>: 数字化 = digitalization</div><div><b>Focus</b>: 大规模的 = large-scale</div><div><b>Type</b>: adjective</div>	Technology	科技	adjective	数字化	digitalization	大规模的	large-scale	IELTS_Task2 topic_collocation topic::Technology type::adjective	Technology-011
<div style="font-size:24px;font-weight:700">加速数字化</div><div style="margin-top:8px;color:#666">科技 / Technology · verb</div>	<div style="font-size:22px;font-weight:700">accelerate digitalization</div><div style="margin-top:10px"><b>Base</b>: 数字化 = digitalization</div><div><b>Focus</b>: 加速 = accelerate</div><div><b>Type</b>: verb</div>	Technology	科技	verb	数字化	digitalization	加速	accelerate	IELTS_Task2 topic_collocation topic::Technology type::verb	Technology-012
<div style="font-size:24px;font-weight:700">重大的技术革命</div><div style="margin-top:8px;color:#666">科技 / Technology · adjective</div>	<div style="font-size:22px;font-weight:700">major technological revolution</div><div style="margin-top:10px"><b>Base</b>: 技术革命 = technological revolution</div><div><b>Focus</b>: 重大的 = major</div><div><b>Type</b>: adjective</div>	Technology	科技	adjective	技术革命	technological revolution	重大的	major	IELTS_Task2 topic_collocation topic::Technology type::adjective	Technology-013
<div style="font-size:24px;font-weight:700">引发技术革命</div><div style="margin-top:8px;color:#666">科技 / Technology · verb</div>	<div style="font-size:22px;font-weight:700">spark a technological revolution</div><div style="margin-top:10px"><b>Base</b>: 技术革命 = technological revolution</div><div><b>Focus</b>: 引发 = spark</div><div><b>Type</b>: verb</div>	Technology	科技	verb	技术革命	technological revolution	引发	spark	IELTS_Task2 topic_collocation topic::Technology type::verb	Technology-014
<div style="font-size:24px;font-weight:700">激进的颠覆性创新</div><div style="margin-top:8px;color:#666">科技 / Technology · adjective</div>	<div style="font-size:22px;font-weight:700">radical disruptive innovation</div><div style="margin-top:10px"><b>Base</b>: 颠覆性创新 = disruptive innovation</div><div><b>Focus</b>: 激进的 = radical</div><div><b>Type</b>: adjective</div>	Technology	科技	adjective	颠覆性创新	disruptive innovation	激进的	radical	IELTS_Task2 topic_collocation topic::Technology type::adjective	Technology-015
<div style="font-size:24px;font-weight:700">鼓励颠覆性创新</div><div style="margin-top:8px;color:#666">科技 / Technology · verb</div>	<div style="font-size:22px;font-weight:700">encourage disruptive innovation</div><div style="margin-top:10px"><b>Base</b>: 颠覆性创新 = disruptive innovation</div><div><b>Focus</b>: 鼓励 = encourage</div><div><b>Type</b>: verb</div>	Technology	科技	verb	颠覆性创新	disruptive innovation	鼓励	encourage	IELTS_Task2 topic_collocation topic::Technology type::verb	Technology-016
<div style="font-size:24px;font-weight:700">强健的网络安全</div><div style="margin-top:8px;color:#666">科技 / Technology · adjective</div>	<div style="font-size:22px;font-weight:700">robust cybersecurity</div><div style="margin-top:10px"><b>Base</b>: 网络安全 = cybersecurity</div><div><b>Focus</b>: 强健的 = robust</div><div><b>Type</b>: adjective</div>	Technology	科技	adjective	网络安全	cybersecurity	强健的	robust	IELTS_Task2 topic_collocation topic::Technology type::adjective	Technology-017
<div style="font-size:24px;font-weight:700">加强网络安全</div><div style="margin-top:8px;color:#666">科技 / Technology · verb</div>	<div style="font-size:22px;font-weight:700">strengthen cybersecurity</div><div style="margin-top:10px"><b>Base</b>: 网络安全 = cybersecurity</div><div><b>Focus</b>: 加强 = strengthen</div><div><b>Type</b>: verb</div>	Technology	科技	verb	网络安全	cybersecurity	加强	strengthen	IELTS_Task2 topic_collocation topic::Technology type::verb	Technology-018
<div style="font-size:24px;font-weight:700">个人的网络隐私</div><div style="margin-top:8px;color:#666">科技 / Technology · adjective</div>	<div style="font-size:22px;font-weight:700">personal online privacy</div><div style="margin-top:10px"><b>Base</b>: 网络隐私 = online privacy</div><div><b>Focus</b>: 个人的 = personal</div><div><b>Type</b>: adjective</div>	Technology	科技	adjective	网络隐私	online privacy	个人的	personal	IELTS_Task2 topic_collocation topic::Technology type::adjective	Technology-019
<div style="font-size:24px;font-weight:700">保护网络隐私</div><div style="margin-top:8px;color:#666">科技 / Technology · verb</div>	<div style="font-size:22px;font-weight:700">protect online privacy</div><div style="margin-top:10px"><b>Base</b>: 网络隐私 = online privacy</div><div><b>Focus</b>: 保护 = protect</div><div><b>Type</b>: verb</div>	Technology	科技	verb	网络隐私	online privacy	保护	protect	IELTS_Task2 topic_collocation topic::Technology type::verb	Technology-020
<div style="font-size:24px;font-weight:700">大规模的数据泄露</div><div style="margin-top:8px;color:#666">科技 / Technology · adjective</div>	<div style="font-size:22px;font-weight:700">massive data breach</div><div style="margin-top:10px"><b>Base</b>: 数据泄露 = data breach / data leak</div><div><b>Focus</b>: 大规模的 = massive</div><div><b>Type</b>: adjective</div>	Technology	科技	adjective	数据泄露	data breach / data leak	大规模的	massive	IELTS_Task2 topic_collocation topic::Technology type::adjective	Technology-021
<div style="font-size:24px;font-weight:700">防止数据泄露</div><div style="margin-top:8px;color:#666">科技 / Technology · verb</div>	<div style="font-size:22px;font-weight:700">prevent data breaches</div><div style="margin-top:10px"><b>Base</b>: 数据泄露 = data breach / data leak</div><div><b>Focus</b>: 防止 = prevent</div><div><b>Type</b>: verb</div>	Technology	科技	verb	数据泄露	data breach / data leak	防止	prevent	IELTS_Task2 topic_collocation topic::Technology type::verb	Technology-022
<div style="font-size:24px;font-weight:700">持续的信息过载</div><div style="margin-top:8px;color:#666">科技 / Technology · adjective</div>	<div style="font-size:22px;font-weight:700">constant information overload</div><div style="margin-top:10px"><b>Base</b>: 信息过载 = information overload</div><div><b>Focus</b>: 持续的 = constant</div><div><b>Type</b>: adjective</div>	Technology	科技	adjective	信息过载	information overload	持续的	constant	IELTS_Task2 topic_collocation topic::Technology type::adjective	Technology-023
<div style="font-size:24px;font-weight:700">减少信息过载</div><div style="margin-top:8px;color:#666">科技 / Technology · verb</div>	<div style="font-size:22px;font-weight:700">reduce information overload</div><div style="margin-top:10px"><b>Base</b>: 信息过载 = information overload</div><div><b>Focus</b>: 减少 = reduce</div><div><b>Type</b>: verb</div>	Technology	科技	verb	信息过载	information overload	减少	reduce	IELTS_Task2 topic_collocation topic::Technology type::verb	Technology-024
<div style="font-size:24px;font-weight:700">广泛传播的虚假信息</div><div style="margin-top:8px;color:#666">科技 / Technology · adjective</div>	<div style="font-size:22px;font-weight:700">widespread misinformation</div><div style="margin-top:10px"><b>Base</b>: 虚假信息 = misinformation / fake news</div><div><b>Focus</b>: 广泛传播的 = widespread</div><div><b>Type</b>: adjective</div>	Technology	科技	adjective	虚假信息	misinformation / fake news	广泛传播的	widespread	IELTS_Task2 topic_collocation topic::Technology type::adjective	Technology-025
<div style="font-size:24px;font-weight:700">打击虚假信息</div><div style="margin-top:8px;color:#666">科技 / Technology · verb</div>	<div style="font-size:22px;font-weight:700">combat fake news</div><div style="margin-top:10px"><b>Base</b>: 虚假信息 = misinformation / fake news</div><div><b>Focus</b>: 打击 = combat</div><div><b>Type</b>: verb</div>	Technology	科技	verb	虚假信息	misinformation / fake news	打击	combat	IELTS_Task2 topic_collocation topic::Technology type::verb	Technology-026
