#separator:tab
#html:true
#deck:IELTS Topic Collocation::媒体 Media
#columns:Front Back Topic TopicZh Type BaseChinese BaseEnglish HighlightChinese HighlightEnglish Tags CardId
<div style="font-size:24px;font-weight:700">传统的大众媒体</div><div style="margin-top:8px;color:#666">媒体 / Media · adjective</div>	<div style="font-size:22px;font-weight:700">traditional mass media</div><div style="margin-top:10px"><b>Base</b>: 大众媒体 = mass media</div><div><b>Focus</b>: 传统的 = traditional</div><div><b>Type</b>: adjective</div>	Media	媒体	adjective	大众媒体	mass media	传统的	traditional	IELTS_Task2 topic_collocation topic::Media type::adjective	Media-001
<div style="font-size:24px;font-weight:700">监管大众媒体</div><div style="margin-top:8px;color:#666">媒体 / Media · verb</div>	<div style="font-size:22px;font-weight:700">regulate mass media</div><div style="margin-top:10px"><b>Base</b>: 大众媒体 = mass media</div><div><b>Focus</b>: 监管 = regulate</div><div><b>Type</b>: verb</div>	Media	媒体	verb	大众媒体	mass media	监管	regulate	IELTS_Task2 topic_collocation topic::Media type::verb	Media-002
<div style="font-size:24px;font-weight:700">可信的主流媒体</div><div style="margin-top:8px;color:#666">媒体 / Media · adjective</div>	<div style="font-size:22px;font-weight:700">credible mainstream media</div><div style="margin-top:10px"><b>Base</b>: 主流媒体 = mainstream media</div><div><b>Focus</b>: 可信的 = credible</div><div><b>Type</b>: adjective</div>	Media	媒体	adjective	主流媒体	mainstream media	可信的	credible	IELTS_Task2 topic_collocation topic::Media type::adjective	Media-003
<div style="font-size:24px;font-weight:700">信任主流媒体</div><div style="margin-top:8px;color:#666">媒体 / Media · verb</div>	<div style="font-size:22px;font-weight:700">trust mainstream media</div><div style="margin-top:10px"><b>Base</b>: 主流媒体 = mainstream media</div><div><b>Focus</b>: 信任 = trust</div><div><b>Type</b>: verb</div>	Media	媒体	verb	主流媒体	mainstream media	信任	trust	IELTS_Task2 topic_collocation topic::Media type::verb	Media-004
<div style="font-size:24px;font-weight:700">互动式的数字媒体</div><div style="margin-top:8px;color:#666">媒体 / Media · adjective</div>	<div style="font-size:22px;font-weight:700">interactive digital media</div><div style="margin-top:10px"><b>Base</b>: 数字媒体 = digital media</div><div><b>Focus</b>: 互动式的 = interactive</div><div><b>Type</b>: adjective</div>	Media	媒体	adjective	数字媒体	digital media	互动式的	interactive	IELTS_Task2 topic_collocation topic::Media type::adjective	Media-005
<div style="font-size:24px;font-weight:700">使用数字媒体</div><div style="margin-top:8px;color:#666">媒体 / Media · verb</div>	<div style="font-size:22px;font-weight:700">use digital media</div><div style="margin-top:10px"><b>Base</b>: 数字媒体 = digital media</div><div><b>Focus</b>: 使用 = use</div><div><b>Type</b>: verb</div>	Media	媒体	verb	数字媒体	digital media	使用	use	IELTS_Task2 topic_collocation topic::Media type::verb	Media-006
<div style="font-size:24px;font-weight:700">令人上瘾的社交媒体</div><div style="margin-top:8px;color:#666">媒体 / Media · adjective</div>	<div style="font-size:22px;font-weight:700">addictive social media</div><div style="margin-top:10px"><b>Base</b>: 社交媒体 = social media</div><div><b>Focus</b>: 令人上瘾的 = addictive</div><div><b>Type</b>: adjective</div>	Media	媒体	adjective	社交媒体	social media	令人上瘾的	addictive	IELTS_Task2 topic_collocation topic::Media type::adjective	Media-007
<div style="font-size:24px;font-weight:700">监控社交媒体</div><div style="margin-top:8px;color:#666">媒体 / Media · verb</div>	<div style="font-size:22px;font-weight:700">monitor social media</div><div style="margin-top:10px"><b>Base</b>: 社交媒体 = social media</div><div><b>Focus</b>: 监控 = monitor</div><div><b>Type</b>: verb</div>	Media	媒体	verb	社交媒体	social media	监控	monitor	IELTS_Task2 topic_collocation topic::Media type::verb	Media-008
<div style="font-size:24px;font-weight:700">可靠的独立媒体</div><div style="margin-top:8px;color:#666">媒体 / Media · adjective</div>	<div style="font-size:22px;font-weight:700">reliable independent media</div><div style="margin-top:10px"><b>Base</b>: 独立媒体 = independent media</div><div><b>Focus</b>: 可靠的 = reliable</div><div><b>Type</b>: adjective</div>	Media	媒体	adjective	独立媒体	independent media	可靠的	reliable	IELTS_Task2 topic_collocation topic::Media type::adjective	Media-009
<div style="font-size:24px;font-weight:700">支持独立媒体</div><div style="margin-top:8px;color:#666">媒体 / Media · verb</div>	<div style="font-size:22px;font-weight:700">support independent media</div><div style="margin-top:10px"><b>Base</b>: 独立媒体 = independent media</div><div><b>Focus</b>: 支持 = support</div><div><b>Type</b>: verb</div>	Media	媒体	verb	独立媒体	independent media	支持	support	IELTS_Task2 topic_collocation topic::Media type::verb	Media-010
